ORF	Gene	gene_set	set_label
YKR094C	RPL40B	cytoplasmic ribosomal large subunit	wodak complexes
YDL184C	RPL41A	cytoplasmic ribosomal large subunit	wodak complexes
YDL133C-A	RPL41B	cytoplasmic ribosomal large subunit	wodak complexes
YNL162W	RPL42A	cytoplasmic ribosomal large subunit	wodak complexes
YHR141C	RPL42B	cytoplasmic ribosomal large subunit	wodak complexes
YPR043W	RPL43A	cytoplasmic ribosomal large subunit	wodak complexes
YJR094W-A	RPL43B	cytoplasmic ribosomal large subunit	wodak complexes
YBR031W	RPL4A	cytoplasmic ribosomal large subunit	wodak complexes
YDR012W	RPL4B	cytoplasmic ribosomal large subunit	wodak complexes
YPL131W	RPL5	cytoplasmic ribosomal large subunit	wodak complexes
YML073C	RPL6A	cytoplasmic ribosomal large subunit	wodak complexes
YLR448W	RPL6B	cytoplasmic ribosomal large subunit	wodak complexes
YGL076C	RPL7A	cytoplasmic ribosomal large subunit	wodak complexes
YPL198W	RPL7B	cytoplasmic ribosomal large subunit	wodak complexes
YHL033C	RPL8A	cytoplasmic ribosomal large subunit	wodak complexes
YLL045C	RPL8B	cytoplasmic ribosomal large subunit	wodak complexes
YGL147C	RPL9A	cytoplasmic ribosomal large subunit	wodak complexes
YNL067W	RPL9B	cytoplasmic ribosomal large subunit	wodak complexes
YLR340W	RPP0	cytoplasmic ribosomal large subunit	wodak complexes
YDL081C	RPP1A	cytoplasmic ribosomal large subunit	wodak complexes
YDL130W	RPP1B	cytoplasmic ribosomal large subunit	wodak complexes
YOL039W	RPP2A	cytoplasmic ribosomal large subunit	wodak complexes
YDR382W	RPP2B	cytoplasmic ribosomal large subunit	wodak complexes
YDL207W	GLE1	Nup82 nuclear pore subcomplex	wodak complexes
YIL115C	NUP159	Nup82 nuclear pore subcomplex	wodak complexes
YJL061W	NUP82	Nup82 nuclear pore subcomplex	wodak complexes
YER027C	GAL83	Snf1p/Snf4p/Gal83p complex	wodak complexes
YDR477W	SNF1	Snf1p/Snf4p/Gal83p complex	wodak complexes
YGL115W	SNF4	Snf1p/Snf4p/Gal83p complex	wodak complexes
YBR112C	CYC8	Tup1p/Ssn6p complex	wodak complexes
YCR084C	TUP1	Tup1p/Ssn6p complex	wodak complexes
YGR003W	CUL3	Cul3p-RING ubiquitin ligase complex	wodak complexes
YNL230C	ELA1	Cul3p-RING ubiquitin ligase complex	wodak complexes
YPL046C	ELC1	Cul3p-RING ubiquitin ligase complex	wodak complexes
YBR114W	RAD16	Cul3p-RING ubiquitin ligase complex	wodak complexes
YJR052W	RAD7	Cul3p-RING ubiquitin ligase complex	wodak complexes
YPR025C	CCL1	transcription factor TFIIH complex	wodak complexes
YDL108W	KIN28	transcription factor TFIIH complex	wodak complexes
YDR460W	TFB3	transcription factor TFIIH complex	wodak complexes
YER171W	RAD3	transcription factor TFIIH complex	wodak complexes
YLR005W	SSL1	transcription factor TFIIH complex	wodak complexes
YIL143C	SSL2	transcription factor TFIIH complex	wodak complexes
YDR311W	TFB1	transcription factor TFIIH complex	wodak complexes
YPL122C	TFB2	transcription factor TFIIH complex	wodak complexes
YPR056W	TFB4	transcription factor TFIIH complex	wodak complexes
YDR079C-A	TFB5	transcription factor TFIIH complex	wodak complexes
YDR517W	GRH1	Grh1p/Bug1p complex	wodak complexes
YDL099W	BUG1	Grh1p/Bug1p complex	wodak complexes
YOR206W	NOC2	Noc2p/Noc3p complex	wodak complexes
YLR002C	NOC3	Noc2p/Noc3p complex	wodak complexes
YBR217W	ATG12	Apg12p/Apg5p/Apg16 multimeric complex	wodak complexes
YMR159C	ATG16	Apg12p/Apg5p/Apg16 multimeric complex	wodak complexes
YPL149W	ATG5	Apg12p/Apg5p/Apg16 multimeric complex	wodak complexes
YMR296C	LCB1	serine C-palmitoyltransferase complex	wodak complexes
YDR062W	LCB2	serine C-palmitoyltransferase complex	wodak complexes
YER148W	SPT15	transcription factor TFIID complex	wodak complexes
YGR274C	TAF1	transcription factor TFIID complex	wodak complexes
YDR167W	TAF10	transcription factor TFIID complex	wodak complexes
YML015C	TAF11	transcription factor TFIID complex	wodak complexes
YDR145W	TAF12	transcription factor TFIID complex	wodak complexes
YML098W	TAF13	transcription factor TFIID complex	wodak complexes
YPL129W	TAF14	transcription factor TFIID complex	wodak complexes
YCR042C	TAF2	transcription factor TFIID complex	wodak complexes
YPL011C	TAF3	transcription factor TFIID complex	wodak complexes
YMR005W	TAF4	transcription factor TFIID complex	wodak complexes
YBR198C	TAF5	transcription factor TFIID complex	wodak complexes
YGL112C	TAF6	transcription factor TFIID complex	wodak complexes
YMR227C	TAF7	transcription factor TFIID complex	wodak complexes
YML114C	TAF8	transcription factor TFIID complex	wodak complexes
YMR236W	TAF9	transcription factor TFIID complex	wodak complexes
YOL069W	NUF2	Ndc80p complex	wodak complexes
YMR117C	SPC24	Ndc80p complex	wodak complexes
YER018C	SPC25	Ndc80p complex	wodak complexes
YIL144W	TID3	Ndc80p complex	wodak complexes
YKL189W	HYM1	Hym1p/Kic1p/Sog2p complex	wodak complexes
YHR102W	KIC1	Hym1p/Kic1p/Sog2p complex	wodak complexes
YOR353C	SOG2	Hym1p/Kic1p/Sog2p complex	wodak complexes
YDR060W	MAK21	Noc1p/Noc2p complex	wodak complexes
YOR206W	NOC2	Noc1p/Noc2p complex	wodak complexes
YDL201W	TRM8	tRNA Methyltransferase Complex	wodak complexes
YDR165W	TRM82	tRNA Methyltransferase Complex	wodak complexes
YEL055C	POL5	UTP A complex	wodak complexes
YPL126W	NAN1	UTP A complex	wodak complexes
YDR324C	UTP4	UTP A complex	wodak complexes
YGR128C	UTP8	UTP A complex	wodak complexes
YHR196W	UTP9	UTP A complex	wodak complexes
YJL109C	UTP10	UTP A complex	wodak complexes
YMR093W	UTP15	UTP A complex	wodak complexes
YOR346W	REV1	Polzeta-Rev1p complex	wodak complexes
YPL167C	REV3	Polzeta-Rev1p complex	wodak complexes
YIL139C	REV7	Polzeta-Rev1p complex	wodak complexes
YIL026C	IRR1	nuclear cohesin complex	wodak complexes
YDL003W	MCD1	nuclear cohesin complex	wodak complexes
YPR007C	REC8	nuclear cohesin complex	wodak complexes
YFL008W	SMC1	nuclear cohesin complex	wodak complexes
YJL074C	SMC3	nuclear cohesin complex	wodak complexes
YAL041W	CDC24	Cdc24p/Far1p/Gbetagamma protein complex	wodak complexes
YJL157C	FAR1	Cdc24p/Far1p/Gbetagamma protein complex	wodak complexes
YJR086W	STE18	Cdc24p/Far1p/Gbetagamma protein complex	wodak complexes
YOR212W	STE4	Cdc24p/Far1p/Gbetagamma protein complex	wodak complexes
YFL034C-B	MOB2	Mob2p/Cbk1p complex	wodak complexes
YNL161W	CBK1	Mob2p/Cbk1p complex	wodak complexes
YBR036C	CSG2	Csh1p/Csg2p complex	wodak complexes
YBR161W	CSH1	Csh1p/Csg2p complex	wodak complexes
YMR167W	MLH1	Mlh1p/Pms1p complex	wodak complexes
YNL082W	PMS1	Mlh1p/Pms1p complex	wodak complexes
YNL124W	NAF1	Shq1p/Naf1p complex	wodak complexes
YIL104C	SHQ1	Shq1p/Naf1p complex	wodak complexes
YJR086W	STE18	heterodimeric G-protein complex	wodak complexes
YOR212W	STE4	heterodimeric G-protein complex	wodak complexes
YGL105W	ARC1	methionyl glutamyl tRNA synthetase complex	wodak complexes
YGL245W	GUS1	methionyl glutamyl tRNA synthetase complex	wodak complexes
YGR264C	MES1	methionyl glutamyl tRNA synthetase complex	wodak complexes
YIR022W	SEC11	signal peptidase complex	wodak complexes
YJR010C-A	SPC1	signal peptidase complex	wodak complexes
YML055W	SPC2	signal peptidase complex	wodak complexes
YLR066W	SPC3	signal peptidase complex	wodak complexes
YNL244C	SUI1	eIF1/eIF1A/40S complex	wodak complexes
YMR260C	TIF11	eIF1/eIF1A/40S complex	wodak complexes
YBR160W	CDC28	Cdc28p/Cln1p complex	wodak complexes
YMR199W	CLN1	Cdc28p/Cln1p complex	wodak complexes
YNL232W	CSL4	Nuclear exosome complex	wodak complexes
YOL021C	DIS3	Nuclear exosome complex	wodak complexes
YHR081W	LRP1	Nuclear exosome complex	wodak complexes
YGR158C	MTR3	Nuclear exosome complex	wodak complexes
YHR069C	RRP4	Nuclear exosome complex	wodak complexes
YOL142W	RRP40	Nuclear exosome complex	wodak complexes
YDL111C	RRP42	Nuclear exosome complex	wodak complexes
YCR035C	RRP43	Nuclear exosome complex	wodak complexes
YDR280W	RRP45	Nuclear exosome complex	wodak complexes
YGR095C	RRP46	Nuclear exosome complex	wodak complexes
YOR001W	RRP6	Nuclear exosome complex	wodak complexes
YGR195W	SKI6	Nuclear exosome complex	wodak complexes
YGL086W	MAD1	Mad1p/Mad2p complex	wodak complexes
YJL030W	MAD2	Mad1p/Mad2p complex	wodak complexes
YMR080C	NAM7	Nonsense-mediated mRNA decay pathway complex	wodak complexes
YHR077C	NMD2	Nonsense-mediated mRNA decay pathway complex	wodak complexes
YGR072W	UPF3	Nonsense-mediated mRNA decay pathway complex	wodak complexes
YNL138W-A	YSF3	SF3b complex	wodak complexes
YMR240C	CUS1	SF3b complex	wodak complexes
YMR288W	HSH155	SF3b complex	wodak complexes
YOR319W	HSH49	SF3b complex	wodak complexes
YPR094W	RDS3	SF3b complex	wodak complexes
YML049C	RSE1	SF3b complex	wodak complexes
YJL209W	CBP1	Cbp1p/Pet309p complex	wodak complexes
YLR067C	PET309	Cbp1p/Pet309p complex	wodak complexes
YFL039C	ACT1	NuA4 histone acetyltransferase complex	wodak complexes
YJL081C	ARP4	NuA4 histone acetyltransferase complex	wodak complexes
YPR023C	EAF3	NuA4 histone acetyltransferase complex	wodak complexes
YEL018W	EAF5	NuA4 histone acetyltransferase complex	wodak complexes
YJR082C	EAF6	NuA4 histone acetyltransferase complex	wodak complexes
YNL136W	EAF7	NuA4 histone acetyltransferase complex	wodak complexes
YFL024C	EPL1	NuA4 histone acetyltransferase complex	wodak complexes
YOR244W	ESA1	NuA4 histone acetyltransferase complex	wodak complexes
YGR002C	SWC4	NuA4 histone acetyltransferase complex	wodak complexes
YHR099W	TRA1	NuA4 histone acetyltransferase complex	wodak complexes
YDR359C	EAF1	NuA4 histone acetyltransferase complex	wodak complexes
YNL107W	YAF9	NuA4 histone acetyltransferase complex	wodak complexes
YHR090C	YNG2	NuA4 histone acetyltransferase complex	wodak complexes
YIL035C	CKA1	protein kinase CK2 complex	wodak complexes
YOR061W	CKA2	protein kinase CK2 complex	wodak complexes
YGL019W	CKB1	protein kinase CK2 complex	wodak complexes
YOR039W	CKB2	protein kinase CK2 complex	wodak complexes
YMR127C	SAS2	SAS Complex	wodak complexes
YDR181C	SAS4	SAS Complex	wodak complexes
YOR213C	SAS5	SAS Complex	wodak complexes
YJR089W	BIR1	Sli15p/Bir1p complex	wodak complexes
YBR156C	SLI15	Sli15p/Bir1p complex	wodak complexes
YDL145C	COP1	COPI	wodak complexes
YER122C	GLO3	COPI	wodak complexes
YFR051C	RET2	COPI	wodak complexes
YPL010W	RET3	COPI	wodak complexes
YNL287W	SEC21	COPI	wodak complexes
YDR238C	SEC26	COPI	wodak complexes
YGL137W	SEC27	COPI	wodak complexes
YIL076W	SEC28	COPI	wodak complexes
YGL194C	HOS2	Set3p complex	wodak complexes
YIL112W	HOS4	Set3p complex	wodak complexes
YDR155C	CPR1	Set3p complex	wodak complexes
YOL068C	HST1	Set3p complex	wodak complexes
YKR029C	SET3	Set3p complex	wodak complexes
YBR103W	SIF2	Set3p complex	wodak complexes
YCR033W	SNT1	Set3p complex	wodak complexes
YPL022W	RAD1	nucleotide-excision repair factor 1 complex	wodak complexes
YML095C	RAD10	nucleotide-excision repair factor 1 complex	wodak complexes
YMR201C	RAD14	nucleotide-excision repair factor 1 complex	wodak complexes
YMR048W	CSM3	Tof1p/Mrc1p/Csm3p complex	wodak complexes
YCL061C	MRC1	Tof1p/Mrc1p/Csm3p complex	wodak complexes
YNL273W	TOF1	Tof1p/Mrc1p/Csm3p complex	wodak complexes
YFL039C	ACT1	Swr1p complex	wodak complexes
YJL081C	ARP4	Swr1p complex	wodak complexes
YLR085C	ARP6	Swr1p complex	wodak complexes
YDR190C	RVB1	Swr1p complex	wodak complexes
YPL235W	RVB2	Swr1p complex	wodak complexes
YAL011W	SWC3	Swr1p complex	wodak complexes
YGR002C	SWC4	Swr1p complex	wodak complexes
YBR231C	SWC5	Swr1p complex	wodak complexes
YLR385C	SWC7	Swr1p complex	wodak complexes
YDR334W	SWR1	Swr1p complex	wodak complexes
YML041C	VPS71	Swr1p complex	wodak complexes
YDR485C	VPS72	Swr1p complex	wodak complexes
YNL107W	YAF9	Swr1p complex	wodak complexes
YNL172W	APC1	anaphase-promoting complex	wodak complexes
YDL008W	APC11	anaphase-promoting complex	wodak complexes
YLR127C	APC2	anaphase-promoting complex	wodak complexes
YDR118W	APC4	anaphase-promoting complex	wodak complexes
YOR249C	APC5	anaphase-promoting complex	wodak complexes
YLR102C	APC9	anaphase-promoting complex	wodak complexes
YKL022C	CDC16	anaphase-promoting complex	wodak complexes
YGL116W	CDC20	anaphase-promoting complex	wodak complexes
YHR166C	CDC23	anaphase-promoting complex	wodak complexes
YFR036W	CDC26	anaphase-promoting complex	wodak complexes
YBL084C	CDC27	anaphase-promoting complex	wodak complexes
YGL003C	CDH1	anaphase-promoting complex	wodak complexes
YGL240W	DOC1	anaphase-promoting complex	wodak complexes
YIR025W	MND2	anaphase-promoting complex	wodak complexes
YDR260C	SWM1	anaphase-promoting complex	wodak complexes
YKL148C	SDH1	Succinate dehydrogenase complex (complex II)	wodak complexes
YLL041C	SDH2	Succinate dehydrogenase complex (complex II)	wodak complexes
YKL141W	SDH3	Succinate dehydrogenase complex (complex II)	wodak complexes
YDR178W	SDH4	Succinate dehydrogenase complex (complex II)	wodak complexes
YOL001W	PHO80	Pho85p/Pho80p complex	wodak complexes
YPL031C	PHO85	Pho85p/Pho80p complex	wodak complexes
YHR005C	GPA1	heterotrimeric G-protein complex	wodak complexes
YJR086W	STE18	heterotrimeric G-protein complex	wodak complexes
YOR212W	STE4	heterotrimeric G-protein complex	wodak complexes
YIL153W	RRD1	Tap42p/Sit4p/Rrd1p complex	wodak complexes
YDL047W	SIT4	Tap42p/Sit4p/Rrd1p complex	wodak complexes
YMR028W	TAP42	Tap42p/Sit4p/Rrd1p complex	wodak complexes
YGL206C	CHC1	Clathrin	wodak complexes
YGR167W	CLC1	Clathrin	wodak complexes
YLR329W	REC102	meiotic recombination initiation complex	wodak complexes
YHR157W	REC104	meiotic recombination initiation complex	wodak complexes
YHL022C	SPO11	meiotic recombination initiation complex	wodak complexes
YAR014C	BUD14	Bud14p/Glc7p complex	wodak complexes
YER133W	GLC7	Bud14p/Glc7p complex	wodak complexes
YGL134W	PCL10	Pho85p/Pcl10p complex	wodak complexes
YPL031C	PHO85	Pho85p/Pcl10p complex	wodak complexes
YKL028W	TFA1	transcription factor TFIIE complex	wodak complexes
YKR062W	TFA2	transcription factor TFIIE complex	wodak complexes
YEL036C	ANP1	alpha-1,6-mannosyltransferase complex(Anp1p/Mnn9p)	wodak complexes
YJR075W	HOC1	alpha-1,6-mannosyltransferase complex(Anp1p/Mnn9p)	wodak complexes
YDR245W	MNN10	alpha-1,6-mannosyltransferase complex(Anp1p/Mnn9p)	wodak complexes
YJL183W	MNN11	alpha-1,6-mannosyltransferase complex(Anp1p/Mnn9p)	wodak complexes
YPL050C	MNN9	alpha-1,6-mannosyltransferase complex(Anp1p/Mnn9p)	wodak complexes
YDL090C	RAM1	protein farnesyltransferase complex	wodak complexes
YKL019W	RAM2	protein farnesyltransferase complex	wodak complexes
YJL041W	NSP1	Nsp1p complex	wodak complexes
YFR002W	NIC96	Nsp1p complex	wodak complexes
YGL172W	NUP49	Nsp1p complex	wodak complexes
YGR119C	NUP57	Nsp1p complex	wodak complexes
YPR023C	EAF3	Rpd3S complex	wodak complexes
YMR075W	RCO1	Rpd3S complex	wodak complexes
YNL330C	RPD3	Rpd3S complex	wodak complexes
YOL004W	SIN3	Rpd3S complex	wodak complexes
YPL139C	UME1	Rpd3S complex	wodak complexes
YPL167C	REV3	zeta DNA polymerase complex	wodak complexes
YIL139C	REV7	zeta DNA polymerase complex	wodak complexes
YLR274W	MCM5	Mcm2-7 complex	wodak complexes
YBR202W	MCM7	Mcm2-7 complex	wodak complexes
YPR019W	MCM4	Mcm2-7 complex	wodak complexes
YBL023C	MCM2	Mcm2-7 complex	wodak complexes
YEL032W	MCM3	Mcm2-7 complex	wodak complexes
YGL201C	MCM6	Mcm2-7 complex	wodak complexes
YML121W	GTR1	GSE Complex	wodak complexes
YGR163W	GTR2	GSE Complex	wodak complexes
YKL143W	LTV1	GSE Complex	wodak complexes
YKR007W	MEH1	GSE Complex	wodak complexes
YBR077C	SLM4	GSE Complex	wodak complexes
YBR160W	CDC28	Cdc28p/Clb3p complex	wodak complexes
YDL155W	CLB3	Cdc28p/Clb3p complex	wodak complexes
YNL232W	CSL4	Cytoplasmic exosome complex	wodak complexes
YOL021C	DIS3	Cytoplasmic exosome complex	wodak complexes
YGR158C	MTR3	Cytoplasmic exosome complex	wodak complexes
YHR069C	RRP4	Cytoplasmic exosome complex	wodak complexes
YOL142W	RRP40	Cytoplasmic exosome complex	wodak complexes
YDL111C	RRP42	Cytoplasmic exosome complex	wodak complexes
YCR035C	RRP43	Cytoplasmic exosome complex	wodak complexes
YDR280W	RRP45	Cytoplasmic exosome complex	wodak complexes
YGR095C	RRP46	Cytoplasmic exosome complex	wodak complexes
YGR195W	SKI6	Cytoplasmic exosome complex	wodak complexes
YPR034W	ARP7	RSC complex	wodak complexes
YMR033W	ARP9	RSC complex	wodak complexes
YCR020W-B	HTL1	RSC complex	wodak complexes
YBL006C	LDB7	RSC complex	wodak complexes
YMR091C	NPL6	RSC complex	wodak complexes
YGR056W	RSC1	RSC complex	wodak complexes
YLR357W	RSC2	RSC complex	wodak complexes
YDR303C	RSC3	RSC complex	wodak complexes
YHR056C	RSC30	RSC complex	wodak complexes
YKR008W	RSC4	RSC complex	wodak complexes
YLR033W	RSC58	RSC complex	wodak complexes
YCR052W	RSC6	RSC complex	wodak complexes
YFR037C	RSC8	RSC complex	wodak complexes
YML127W	RSC9	RSC complex	wodak complexes
YGR275W	RTT102	RSC complex	wodak complexes
YLR321C	SFH1	RSC complex	wodak complexes
YIL126W	STH1	RSC complex	wodak complexes
YCL031C	RRP7	UTP C complex	wodak complexes
YGR090W	UTP22	UTP C complex	wodak complexes
YIL035C	CKA1	UTP C complex	wodak complexes
YOR061W	CKA2	UTP C complex	wodak complexes
YGL019W	CKB1	UTP C complex	wodak complexes
YOR039W	CKB2	UTP C complex	wodak complexes
YFR044C	DUG1	GSH degradosomal complex	wodak complexes
YBR281C	DUG2	GSH degradosomal complex	wodak complexes
YNL191W	DUG3	GSH degradosomal complex	wodak complexes
YGL246C	RAI1	RNA Degradation Complex	wodak complexes
YOR048C	RAT1	RNA Degradation Complex	wodak complexes
YDR289C	RTT103	RNA Degradation Complex	wodak complexes
YDL126C	CDC48	Cdc48p complex	wodak complexes
YGR048W	UFD1	Cdc48p complex	wodak complexes
YBR170C	NPL4	Cdc48p complex	wodak complexes
YBR160W	CDC28	Cdc28p/Cln3p complex	wodak complexes
YAL040C	CLN3	Cdc28p/Cln3p complex	wodak complexes
YPR180W	AOS1	Uba2p/Aos1p complex	wodak complexes
YDR390C	UBA2	Uba2p/Aos1p complex	wodak complexes
YGL130W	CEG1	mRNA guanylyl transferase (capping complex)	wodak complexes
YPL228W	CET1	mRNA guanylyl transferase (capping complex)	wodak complexes
YDL134C	PPH21	protein phosphatase type 2A complex (Rts1p)	wodak complexes
YOR014W	RTS1	protein phosphatase type 2A complex (Rts1p)	wodak complexes
YAL016W	TPD3	protein phosphatase type 2A complex (Rts1p)	wodak complexes
YEL037C	RAD23	nucleotide-excision repair factor 2 complex	wodak complexes
YER162C	RAD4	nucleotide-excision repair factor 2 complex	wodak complexes
Q0045	COX1	Cox14p/Cox1p/Mss51p complex	wodak complexes
YML129C	COX14	Cox14p/Cox1p/Mss51p complex	wodak complexes
YLR203C	MSS51	Cox14p/Cox1p/Mss51p complex	wodak complexes
YLR148W	PEP3	CORVET complex	wodak complexes
YMR231W	PEP5	CORVET complex	wodak complexes
YDR495C	VPS3	CORVET complex	wodak complexes
YPL045W	VPS16	CORVET complex	wodak complexes
YLR396C	VPS33	CORVET complex	wodak complexes
YAL002W	VPS8	CORVET complex	wodak complexes
YDL113C	ATG20	Atg20p/Snx4p/Snx41p complex	wodak complexes
YJL036W	SNX4	Atg20p/Snx4p/Snx41p complex	wodak complexes
YDR425W	SNX41	Atg20p/Snx4p/Snx41p complex	wodak complexes
YER025W	GCD11	multi-eIF complex	wodak complexes
YMR309C	NIP1	multi-eIF complex	wodak complexes
YOR361C	PRT1	multi-eIF complex	wodak complexes
YNL244C	SUI1	multi-eIF complex	wodak complexes
YJR007W	SUI2	multi-eIF complex	wodak complexes
YPL237W	SUI3	multi-eIF complex	wodak complexes
YMR146C	TIF34	multi-eIF complex	wodak complexes
YPR041W	TIF5	multi-eIF complex	wodak complexes
YNL153C	GIM3	prefoldin complex	wodak complexes
YEL003W	GIM4	prefoldin complex	wodak complexes
YML094W	GIM5	prefoldin complex	wodak complexes
YGR078C	PAC10	prefoldin complex	wodak complexes
YJL179W	PFD1	prefoldin complex	wodak complexes
YLR200W	YKE2	prefoldin complex	wodak complexes
YPR066W	UBA3	Ula1p/Uba3p complex	wodak complexes
YPL003W	ULA1	Ula1p/Uba3p complex	wodak complexes
YKL054C	DEF1	Def1p/Rad26p complex	wodak complexes
YJR035W	RAD26	Def1p/Rad26p complex	wodak complexes
YDR448W	ADA2	SAGA complex	wodak complexes
YER164W	CHD1	SAGA complex	wodak complexes
YGR252W	GCN5	SAGA complex	wodak complexes
YPL254W	HFI1	SAGA complex	wodak complexes
YDR176W	NGG1	SAGA complex	wodak complexes
YPL047W	SGF11	SAGA complex	wodak complexes
YCL010C	SGF29	SAGA complex	wodak complexes
YGL066W	SGF73	SAGA complex	wodak complexes
YOL148C	SPT20	SAGA complex	wodak complexes
YDR392W	SPT3	SAGA complex	wodak complexes
YBR081C	SPT7	SAGA complex	wodak complexes
YLR055C	SPT8	SAGA complex	wodak complexes
YBR111W-A	SUS1	SAGA complex	wodak complexes
YDR167W	TAF10	SAGA complex	wodak complexes
YDR145W	TAF12	SAGA complex	wodak complexes
YBR198C	TAF5	SAGA complex	wodak complexes
YGL112C	TAF6	SAGA complex	wodak complexes
YMR236W	TAF9	SAGA complex	wodak complexes
YHR099W	TRA1	SAGA complex	wodak complexes
YMR223W	UBP8	SAGA complex	wodak complexes
YBR098W	MMS4	Holliday junction resolvase complex	wodak complexes
YDR386W	MUS81	Holliday junction resolvase complex	wodak complexes
YLL036C	PRP19	Prp19-associated complex	wodak complexes
YMR213W	CEF1	Prp19-associated complex	wodak complexes
YJR050W	ISY1	Prp19-associated complex	wodak complexes
YLR117C	CLF1	Prp19-associated complex	wodak complexes
YDR416W	SYF1	Prp19-associated complex	wodak complexes
YGR129W	SYF2	Prp19-associated complex	wodak complexes
YBR188C	NTC20	Prp19-associated complex	wodak complexes
YPR101W	SNT309	Prp19-associated complex	wodak complexes
YDL084W	SUB2	transcription export complex	wodak complexes
YNL253W	TEX1	transcription export complex	wodak complexes
YDR381W	YRA1	transcription export complex	wodak complexes
YDR009W	GAL3	GAL3p/GAL80p complex	wodak complexes
YML051W	GAL80	GAL3p/GAL80p complex	wodak complexes
YMR150C	IMP1	mitochondrial inner membrane peptidase complex	wodak complexes
YMR035W	IMP2	mitochondrial inner membrane peptidase complex	wodak complexes
YEL059C-A	SOM1	mitochondrial inner membrane peptidase complex	wodak complexes
YEL027W	CUP5	H+-transporting ATPase, Golgi	wodak complexes
YHR026W	PPA1	H+-transporting ATPase, Golgi	wodak complexes
YMR054W	STV1	H+-transporting ATPase, Golgi	wodak complexes
YDL185W	TFP1	H+-transporting ATPase, Golgi	wodak complexes
YPL234C	TFP3	H+-transporting ATPase, Golgi	wodak complexes
YHR039C-A	VMA10	H+-transporting ATPase, Golgi	wodak complexes
YPR036W	VMA13	H+-transporting ATPase, Golgi	wodak complexes
YBR127C	VMA2	H+-transporting ATPase, Golgi	wodak complexes
YOR332W	VMA4	H+-transporting ATPase, Golgi	wodak complexes
YKL080W	VMA5	H+-transporting ATPase, Golgi	wodak complexes
YLR447C	VMA6	H+-transporting ATPase, Golgi	wodak complexes
YGR020C	VMA7	H+-transporting ATPase, Golgi	wodak complexes
YEL051W	VMA8	H+-transporting ATPase, Golgi	wodak complexes
YGR258C	RAD2	nucleotide-excision repair factor 3 complex	wodak complexes
YER171W	RAD3	nucleotide-excision repair factor 3 complex	wodak complexes
YLR005W	SSL1	nucleotide-excision repair factor 3 complex	wodak complexes
YIL143C	SSL2	nucleotide-excision repair factor 3 complex	wodak complexes
YDR311W	TFB1	nucleotide-excision repair factor 3 complex	wodak complexes
YPL122C	TFB2	nucleotide-excision repair factor 3 complex	wodak complexes
YPR056W	TFB4	nucleotide-excision repair factor 3 complex	wodak complexes
YER111C	SWI4	SBF complex	wodak complexes
YLR182W	SWI6	SBF complex	wodak complexes
YDL192W	ARF1	Chs5p/Arf-1binding proteins (ChAPs)	wodak complexes
YMR237W	BCH1	Chs5p/Arf-1binding proteins (ChAPs)	wodak complexes
YKR027W	BCH2	Chs5p/Arf-1binding proteins (ChAPs)	wodak complexes
YOR299W	BUD7	Chs5p/Arf-1binding proteins (ChAPs)	wodak complexes
YLR330W	CHS5	Chs5p/Arf-1binding proteins (ChAPs)	wodak complexes
YJL099W	CHS6	Chs5p/Arf-1binding proteins (ChAPs)	wodak complexes
YHR064C	SSZ1	Ribosome-associated complex (RAC)	wodak complexes
YGR285C	ZUO1	Ribosome-associated complex (RAC)	wodak complexes
YBR160W	CDC28	Cdc28p/Clb4p complex	wodak complexes
YLR210W	CLB4	Cdc28p/Clb4p complex	wodak complexes
YPL055C	LGE1	Lge1p/Bre1p complex	wodak complexes
YDL074C	BRE1	Lge1p/Bre1p complex	wodak complexes
YBL097W	BRN1	nuclear condensin complex	wodak complexes
YFR031C	SMC2	nuclear condensin complex	wodak complexes
YLR086W	SMC4	nuclear condensin complex	wodak complexes
YDR325W	YCG1	nuclear condensin complex	wodak complexes
YLR272C	YCS4	nuclear condensin complex	wodak complexes
YLR238W	FAR10	Far3p/Far7p/Far8p/Far9p/Far10p/Far11p complex	wodak complexes
YNL127W	FAR11	Far3p/Far7p/Far8p/Far9p/Far10p/Far11p complex	wodak complexes
YMR052W	FAR3	Far3p/Far7p/Far8p/Far9p/Far10p/Far11p complex	wodak complexes
YFR008W	FAR7	Far3p/Far7p/Far8p/Far9p/Far10p/Far11p complex	wodak complexes
YMR029C	FAR8	Far3p/Far7p/Far8p/Far9p/Far10p/Far11p complex	wodak complexes
YDR200C	VPS64	Far3p/Far7p/Far8p/Far9p/Far10p/Far11p complex	wodak complexes
YOR317W	FAA1	Fatty Acid Import Complex	wodak complexes
YMR246W	FAA4	Fatty Acid Import Complex	wodak complexes
YBR041W	FAT1	Fatty Acid Import Complex	wodak complexes
YNL015W	PBI2	LMA1 complex	wodak complexes
YLR043C	TRX1	LMA1 complex	wodak complexes
YNL099C	OCA1	OCA complex	wodak complexes
YNL056W	OCA2	OCA complex	wodak complexes
YNL032W	SIW14	OCA complex	wodak complexes
YCR095C	YCR095C	OCA complex	wodak complexes
YHL029C	YHL029C	OCA complex	wodak complexes
YDR067C	YDR067C	OCA complex	wodak complexes
YER048W-A	ISD11	Nfs1p/Isd11p complex	wodak complexes
YCL017C	NFS1	Nfs1p/Isd11p complex	wodak complexes
YMR167W	MLH1	Mlh1p/Mlh2p complex	wodak complexes
