cluster	query_uniq1	query_ORF1
protein targeting	COG8_sn265	YML071C
protein targeting	COS10_sn165	YNR075W
protein targeting	COS12_dma1782	YGL263W
protein targeting	COS12_sn3059	YGL263W
protein targeting	COS5_sn3765	YJR161C
protein targeting	COS6_sn3766	YGR295C
protein targeting	COS7_sn3802	YDL248W
protein targeting	CRD1_dma729	YDL142C
protein targeting	CRD1_sn2659	YDL142C
protein targeting	DID2_dma2941	YKR035W-A
protein targeting	DJP1_sn297	YIR004W
protein targeting	EAR1_dma3780	YMR171C
protein targeting	EAR1_sn111	YMR171C
protein targeting	ECM10_damp3248	YEL030W
protein targeting	ECM10_sn2315	YEL030W
protein targeting	EGD1_dma4794	YPL037C
protein targeting	EGD1_sn288	YPL037C
protein targeting	EGD2_sn289	YHR193C
protein targeting	ERF2_dma3293	YLR246W
protein targeting	ERF2_sn375	YLR246W
protein targeting	ERV1_damp53	YGR029W
protein targeting	GET3_dma690	YDL100C
protein targeting	GET3_sn440	YDL100C
protein targeting	GET4_dma4563	YOR164C
protein targeting	GET4_sn3516	YOR164C
protein targeting	GGA1_dma1103	YDR358W
protein targeting	GGA1_sn246	YDR358W
protein targeting	GGA2_dma2158	YHR108W
protein targeting	GGA2_sn247	YHR108W
protein targeting	GPD1_sn2885	YDL022W
protein targeting	GPN2_tsa1215	YOR262W
protein targeting	GPN2_tsq1452	YOR262W
protein targeting	HOT13_sn3829	YKL084W
protein targeting	HRI1_sn4732	YLR301W
protein targeting	HRR25_damp1043	YPL204W
protein targeting	HRR25_tsa1196	YPL204W
protein targeting	HSE1_dma2033	YHL002W
protein targeting	HSE1_sn390	YHL002W
protein targeting	HSP10_tsa681	YOR020C
protein targeting	HSP10_tsq1147	YOR020C
protein targeting	HSP60_damp785	YLR259C
protein targeting	HSP60_tsq2106	YLR259C
protein targeting	HSP60_tsq2110	YLR259C
protein targeting	HSP82_dma4961	YPL240C
protein targeting	ICE2_dma2332	YIL090W
protein targeting	ICE2_sn181	YIL090W
protein targeting	ICY2_dma4976	YPL250C
protein targeting	ICY2_sn3070	YPL250C
protein targeting	IMP1_sn2661	YMR150C
protein targeting	IMP2_dma3657	YMR035W
protein targeting	IMP2_sn2662	YMR035W
protein targeting	IRE1_dma2129	YHR079C
protein targeting	IRE1_sn330	YHR079C
protein targeting	IWR1_sn1367	YDL115C
protein targeting	KAP114_dma1755	YGL241W
protein targeting	KAP122_dma1602	YGL016W
protein targeting	KAP123_sn1968	YER110C
protein targeting	KAP95_damp800	YLR347C
protein targeting	KAP95_tsa226	YLR347C
protein targeting	KAP95_tsq228	YLR347C
protein targeting	KAR2_tsa210	YJL034W
protein targeting	KAR2_tsq1092	YJL034W
protein targeting	LHS1_sn363	YKL073W
protein targeting	LOA1_damp1371	YPR139C
protein targeting	LOT6_sn3033	YLR011W
protein targeting	MAS1_tsq1124	YLR163C
protein targeting	MAS2_tsa526	YHR024C
protein targeting	MCX1_dma404	YBR227C
protein targeting	MCX1_sn2622	YBR227C
protein targeting	MDJ2_sn2704	YNL328C
protein targeting	MDM10_dma18	YAL010C
protein targeting	MDM10_sn2699	YAL010C
protein targeting	MDY2_dma4384	YOL111C
protein targeting	MDY2_sn1145	YOL111C
protein targeting	MGE1_tsa505	YOR232W
protein targeting	MGE1_tsq505	YOR232W
protein targeting	MGR2_dma4846	YPL098C
protein targeting	MGR2_sn3391	YPL098C
protein targeting	MIA40_damp715	YKL195W
protein targeting	MIC60_dma2936	YKR016W
protein targeting	MLP1_dma3022	YKR095W
protein targeting	MLP1_sn1572	YKR095W
protein targeting	MMM1_dma3031	YLL006W
protein targeting	MMM1_sn2680	YLL006W
protein targeting	MOG1_dma2663	YJR074W
protein targeting	MOG1_sn1970	YJR074W
protein targeting	MON1_dma1674	YGL124C
protein targeting	MON1_sn407	YGL124C
protein targeting	MRS6_tsq258	YOR370C
protein targeting	MSP1_sn2283	YGR028W
protein targeting	MVB12_dma1960	YGR206W
protein targeting	MVB12_sn107	YGR206W
protein targeting	MVP1_dma3614	YMR004W
protein targeting	MVP1_sn383	YMR004W
protein targeting	NAP1_dma2953	YKR048C
protein targeting	NAP1_sn1169	YKR048C
protein targeting	NIC96_damp38	YFR002W
protein targeting	NTF2_tsq1238	YER009W
protein targeting	NTF2_tsq1358	YER009W
protein targeting	NUP1_damp964	YOR098C
protein targeting	NUP120_sn1862	YKL057C
protein targeting	NUP133_dma3009	YKR082W
protein targeting	NUP133_sn1863	YKR082W
protein targeting	NUP145_damp480	YGL092W
protein targeting	NUP145_tsa977	YGL092W
protein targeting	NUP145_tsq979	YGL092W
protein targeting	NUP159_tsa553	YIL115C
protein targeting	NUP170_sn1865	YBL079W
protein targeting	NUP188_dma3612	YML103C
protein targeting	NUP188_sn1866	YML103C
protein targeting	NUP2_dma3381	YLR335W
protein targeting	NUP2_sn1857	YLR335W
protein targeting	NUP42_sn1867	YDR192C
protein targeting	NUP49_damp498	YGL172W
protein targeting	NUP53_sn1868	YMR153W
protein targeting	NUP57_tsa954	YGR119C
protein targeting	NUP57_tsq1353	YGR119C
protein targeting	NUP57_tsq957	YGR119C
protein targeting	NUP60_dma68	YAR002W
protein targeting	NUP60_sn1908	YAR002W
protein targeting	NUP82_damp628	YJL061W
protein targeting	NUP82_tsq2061	YJL061W
protein targeting	NUP82_tsq2062	YJL061W
protein targeting	NUP84_sn1869	YDL116W
protein targeting	NUP85_tsa1266	YJR042W
protein targeting	OM14_dma401	YBR230C
protein targeting	OM14_sn2545	YBR230C
protein targeting	OXA1_sn2255	YER154W
protein targeting	PAM16_tsa499	YJL104W
protein targeting	PAM16_tsq499	YJL104W
protein targeting	PAM17_dma2997	YKR065C
protein targeting	PAM17_sn2508	YKR065C
protein targeting	PBS2_dma2511	YJL128C
protein targeting	PEP1_dma119	YBL017C
protein targeting	PEP4_sn468	YPL154C
protein targeting	PEX1_dma2900	YKL197C
protein targeting	PEX1_sn307	YKL197C
protein targeting	PEX10_dma1031	YDR265W
protein targeting	PEX10_sn300	YDR265W
protein targeting	PEX12_dma3642	YMR026C
protein targeting	PEX12_sn301	YMR026C
protein targeting	PEX13_dma3258	YLR191W
protein targeting	PEX13_sn314	YLR191W
protein targeting	PEX14_dma1701	YGL153W
protein targeting	PEX15_dma4309	YOL044W
protein targeting	PEX15_sn315	YOL044W
protein targeting	PEX18_sn377	YHR160C
protein targeting	PEX19_dma655	YDL065C
protein targeting	PEX19_sn310	YDL065C
protein targeting	PEX2_dma2599	YJL210W
protein targeting	PEX2_sn303	YJL210W
protein targeting	PEX21_sn378	YGR239C
protein targeting	PEX22_dma59	YAL055W
protein targeting	PEX22_sn380	YAL055W
protein targeting	PEX25_dma4856	YPL112C
protein targeting	PEX3_dma1075	YDR329C
protein targeting	PEX3_sn316	YDR329C
protein targeting	PEX4_dma1894	YGR133W
protein targeting	PEX4_sn318	YGR133W
protein targeting	PEX5_dma1004	YDR244W
protein targeting	PEX5_sn311	YDR244W
protein targeting	PEX6_sn298	YNL329C
protein targeting	PEX7_sn312	YDR142C
protein targeting	PEX8_dma1838	YGR077C
protein targeting	PEX8_sn317	YGR077C
protein targeting	POM152_dma3711	YMR129W
protein targeting	POM34_dma3113	YLR018C
protein targeting	POM34_sn1906	YLR018C
protein targeting	RAS2_dma4019	YNL098C
protein targeting	RAS2_sn1067	YNL098C
protein targeting	RNA1_tsa118	YMR235C
protein targeting	RNA1_tsa172	YMR235C
protein targeting	RNA1_tsq118	YMR235C
protein targeting	RNA1_tsq172	YMR235C
protein targeting	ROY1_dma3874	YMR258C
protein targeting	RTG2_dma1770	YGL252C
protein targeting	RTG2_sn1823	YGL252C
protein targeting	RTG3_sn2104	YBL103C
protein targeting	SAM35_tsq493	YHR083W
protein targeting	SAM37_dma3662	YMR060C
protein targeting	SBH1_sn471	YER087C-B
protein targeting	SBH2_sn158	YER019C-A
protein targeting	SCS2_dma1408	YER120W
protein targeting	SCS2_sn155	YER120W
protein targeting	SEC11_tsq318	YIR022W
protein targeting	SEC53_tsa48	YFL045C
protein targeting	SEC53_tsq40	YFL045C
protein targeting	SEC61_tsa213	YLR378C
protein targeting	SEC61_tsq213	YLR378C
protein targeting	SEC62_tsa224	YPL094C
protein targeting	SEC62_tsq224	YPL094C
protein targeting	SEC63_tsa231	YOR254C
protein targeting	SEC63_tsq231	YOR254C
protein targeting	SEC65_tsa710	YML105C
protein targeting	SEC66_dma335	YBR171W
protein targeting	SEC66_sn320	YBR171W
protein targeting	SEC72_dma3326	YLR292C
protein targeting	SEC72_sn321	YLR292C
protein targeting	SGT2_dma4439	YOR007C
protein targeting	SHR5_dma4385	YOL110W
protein targeting	SHR5_sn1579	YOL110W
protein targeting	SIL1_sn470	YOL031C
protein targeting	SKY1_dma3811	YMR216C
protein targeting	SKY1_sn2161	YMR216C
protein targeting	SLT2_dma2112	YHR030C
protein targeting	SLT2_sn752	YHR030C
protein targeting	SNF8_sn413	YPL002C
protein targeting	SNX4_dma2471	YJL036W
protein targeting	SNX4_sn2244	YJL036W
protein targeting	SPC1_dma2608	YJR010C-A
protein targeting	SPC1_sn460	YJR010C-A
protein targeting	SPC2_dma3573	YML055W
protein targeting	SPC2_sn461	YML055W
protein targeting	SPL2_sn2982	YHR136C
protein targeting	SRN2_dma3215	YLR119W
protein targeting	SRN2_sn410	YLR119W
protein targeting	SRP1_tsq1438	YNL189W
protein targeting	SRP101_damp369	YDR292C
protein targeting	SRP101_tsq1164	YDR292C
protein targeting	SRP102_tsq1163	YKL154W
protein targeting	SRP68_tsq2426	YPL243W
protein targeting	SRP72_tsq2401	YPL210C
protein targeting	SSA1_dma21	YAL005C
protein targeting	SSA2_sn343	YLL024C
protein targeting	SSA3_sn443	YBL075C
protein targeting	SSC1_tsa328	YJR045C
protein targeting	SSH1_dma455	YBR283C
protein targeting	SSH1_sn157	YBR283C
protein targeting	SSH4_dma2854	YKL124W
protein targeting	SSS1_tsa1112	YDR086C
protein targeting	SSS1_tsq1381	YDR086C
protein targeting	STI1_dma4442	YOR027W
protein targeting	STP22_sn411	YCL008C
protein targeting	SYO1_sn3559	YDL063C
protein targeting	SYS1_dma2439	YJL004C
protein targeting	SYS1_sn237	YJL004C
protein targeting	SYT1_dma5077	YPR095C
protein targeting	SYT1_sn455	YPR095C
protein targeting	TIM13_dma1955	YGR181W
protein targeting	TIM13_sn2274	YGR181W
protein targeting	TIM18_sn376	YOR297C
protein targeting	TIM21_sn2507	YGR033C
protein targeting	TIM22_tsa714	YDL217C
protein targeting	TIM23_tsa1168	YNR017W
protein targeting	TIM23_tsq1423	YNR017W
protein targeting	TIM50_tsq1425	YPL063W
protein targeting	TIM54_tsq2056	YJL054W
protein targeting	TIM54_tsq2057	YJL054W
protein targeting	TIM8_sn2273	YJR135W-A
protein targeting	TLG2_dma4304	YOL018C
protein targeting	TLG2_sn508	YOL018C
protein targeting	TOM5_sn2285	YPR133W-A
protein targeting	TOM6_dma4471	YOR045W
protein targeting	TOM7_dma3995	YNL070W
protein targeting	TOM7_sn2287	YNL070W
protein targeting	TOM70_dma4028	YNL121C
protein targeting	TRE1_dma4917	YPL176C
protein targeting	TRS130_tsq2207	YMR218C
protein targeting	TRS85_dma909	YDR108W
protein targeting	TRS85_sn216	YDR108W
protein targeting	URE2_sn1977	YNL229C
protein targeting	VAM7_dma1732	YGL212W
protein targeting	VAM7_sn515	YGL212W
protein targeting	VID24_dma275	YBR105C
protein targeting	VID24_sn539	YBR105C
protein targeting	VMA3_sn422	YEL027W
protein targeting	VPS1_damp3363	YKR001C
protein targeting	VPS13_dma3055	YLL040C
protein targeting	VPS16_sn433	YPL045W
protein targeting	VPS21_dma4520	YOR089C
protein targeting	VPS21_sn430	YOR089C
protein targeting	VPS25_sn414	YJR102C
protein targeting	VPS27_dma4211	YNR006W
protein targeting	VPS27_sn369	YNR006W
protein targeting	VPS28_sn412	YPL065W
protein targeting	VPS3_sn384	YDR495C
protein targeting	VPS30_dma4850	YPL120W
protein targeting	VPS30_sn427	YPL120W
protein targeting	VPS33_sn278	YLR396C
protein targeting	VPS36_sn415	YLR417W
protein targeting	VPS41_dma883	YDR080W
protein targeting	VPS41_sn507	YDR080W
protein targeting	VPS45_sn336	YGL095C
protein targeting	VPS51_dma2932	YKR020W
protein targeting	VPS51_sn420	YKR020W
protein targeting	VPS62_dma1887	YGR141W
protein targeting	VPS62_sn381	YGR141W
protein targeting	VPS63_dma3305	YLR261C
protein targeting	VPS64_sn403	YDR200C
protein targeting	VPS68_dma4416	YOL129W
protein targeting	VPS68_sn392	YOL129W
protein targeting	VPS70_dma2717	YJR126C
protein targeting	VPS70_sn382	YJR126C
protein targeting	VPS71_dma3546	YML041C
protein targeting	VPS71_sn431	YML041C
protein targeting	VPS73_dma1661	YGL104C
protein targeting	VPS8_dma23	YAL002W
protein targeting	VPS8_sn273	YAL002W
protein targeting	VPS9_dma3596	YML097C
protein targeting	VPS9_sn388	YML097C
protein targeting	WTM1_dma4636	YOR230W
protein targeting	XDJ1_dma3190	YLR090W
protein targeting	XDJ1_sn3030	YLR090W
protein targeting	YDJ1_dma3979	YNL064C
protein targeting	YME1_dma5032	YPR024W
protein targeting	YPP1_tsq1958	YGR198W
protein targeting	YPP1_tsq1967	YGR198W
protein targeting	YPT1_tsa591	YFL038C
protein targeting	YPT1_tsq591	YFL038C
protein targeting	YPT52_dma2938	YKR014C
protein targeting	YPT52_sn423	YKR014C
protein targeting	YPT53_sn424	YNL093W
protein targeting	YPT6_dma3304	YLR262C
protein targeting	YPT6_sn261	YLR262C
protein targeting	YPT7_dma3511	YML001W
protein targeting	YPT7_sn542	YML001W
protein targeting	YRB1_tsa582	YDR002W
protein targeting	YRB1_tsq582	YDR002W
protein targeting	YTA12_sn2698	YMR089C
chromosome	ACT1_tsa137	YFL039C
chromosome	ACT1_tsa138	YFL039C
chromosome	ACT1_tsa140	YFL039C
chromosome	ACT1_tsa142	YFL039C
chromosome	ACT1_tsa214	YFL039C
chromosome	ACT1_tsa215	YFL039C
chromosome	ACT1_tsa216	YFL039C
chromosome	ACT1_tsa219	YFL039C
chromosome	ACT1_tsa220	YFL039C
chromosome	ACT1_tsa223	YFL039C
chromosome	ACT1_tsa72	YFL039C
chromosome	ACT1_tsa74	YFL039C
chromosome	ACT1_tsa904	YFL039C
chromosome	ACT1_tsa909	YFL039C
chromosome	ACT1_tsa910	YFL039C
chromosome	ACT1_tsa911	YFL039C
chromosome	ACT1_tsq1081	YFL039C
chromosome	ACT1_tsq1082	YFL039C
chromosome	ACT1_tsq1093	YFL039C
chromosome	ACT1_tsq1094	YFL039C
chromosome	ACT1_tsq1206	YFL039C
chromosome	ACT1_tsq1257	YFL039C
chromosome	ACT1_tsq136	YFL039C
chromosome	ACT1_tsq140	YFL039C
chromosome	ACT1_tsq142	YFL039C
chromosome	ACT1_tsq218	YFL039C
chromosome	ACT1_tsq223	YFL039C
chromosome	ACT1_tsq64	YFL039C
chromosome	ACT1_tsq77	YFL039C
chromosome	ACT1_tsq903	YFL039C
chromosome	AFT1_sn1939	YGL071W
chromosome	AME1_tsq716	YBR211C
chromosome	ARP4_tsa618	YJL081C
chromosome	ARP6_dma3157	YLR085C
chromosome	ARP6_sn398	YLR085C
chromosome	ASA1_tsa1232	YPR085C
chromosome	ASF2_sn1786	YDL197C
chromosome	ASH1_dma2882	YKL185W
chromosome	ASH1_sn1574	YKL185W
chromosome	ASK1_tsa1003	YKL052C
chromosome	ASK1_tsq1005	YKL052C
chromosome	BCY1_sn1016	YIL033C
chromosome	BDF1_sn2073	YLR399C
chromosome	BIK1_dma500	YCL029C
chromosome	BRE1_dma651	YDL074C
chromosome	BRE1_sn1801	YDL074C
chromosome	BRN1_tsa510	YBL097W
chromosome	BRN1_tsq510	YBL097W
chromosome	BRN1_tsq511	YBL097W
chromosome	BUB1_sn1527	YGR188C
chromosome	BUB3_dma4443	YOR026W
chromosome	BUB3_sn1468	YOR026W
chromosome	CAC2_dma3590	YML102W
chromosome	CAC2_sn1295	YML102W
chromosome	CBF1_dma2646	YJR060W
chromosome	CBF1_sn154	YJR060W
chromosome	CBF2_tsq133	YGR140W
chromosome	CBF2_tsq221	YGR140W
chromosome	CDC13_tsq881	YDL220C
chromosome	CDC45_tsq694	YLR103C
chromosome	CDC5_damp829	YMR001C
chromosome	CDC7_tsa131	YDL017W
chromosome	CDC7_tsq880	YDL017W
chromosome	CDC73_dma3477	YLR418C
chromosome	CDC73_sn2051	YLR418C
chromosome	CEP3_tsa845	YMR168C
chromosome	CHD1_dma1461	YER164W
chromosome	CHD1_sn1773	YER164W
chromosome	CHL1_dma4766	YPL008W
chromosome	CHL1_sn1227	YPL008W
chromosome	CHL4_dma1018	YDR254W
chromosome	CHL4_sn1218	YDR254W
chromosome	CIN8_sn1462	YEL061C
chromosome	CMR1_dma723	YDL156W
chromosome	CMR1_sn3564	YDL156W
chromosome	CNN1_dma1575	YFR046C
chromosome	CPR1_sn352	YDR155C
chromosome	CRM1_damp63	YGR218W
chromosome	CRM1_tsa460	YGR218W
chromosome	CSE4_damp688	YKL049C
chromosome	CSM1_dma593	YCR086W
chromosome	CSM1_sn1311	YCR086W
chromosome	CSM2_sn1402	YIL132C
chromosome	CSM3_dma3671	YMR048W
chromosome	CSM3_sn1405	YMR048W
chromosome	CST9_sn1643	YLR394W
chromosome	CTF13_tsq51	YMR094W
chromosome	CTF18_dma3676	YMR078C
chromosome	CTF18_sn1455	YMR078C
chromosome	CTF19_dma4785	YPL018W
chromosome	CTF19_sn1229	YPL018W
chromosome	CTF3_dma3414	YLR381W
chromosome	CTF3_sn1222	YLR381W
chromosome	CTF4_dma5136	YPR135W
chromosome	CTF4_sn1273	YPR135W
chromosome	CTF8_dma2228	YHR191C
chromosome	CTF8_sn1456	YHR191C
chromosome	CTF8_tsa322	YHR191C
chromosome	CTF8_tsa323	YHR191C
chromosome	CTI6_dma4912	YPL181W
chromosome	CTI6_sn1918	YPL181W
chromosome	CTR9_sn2098	YOL145C
chromosome	DAD1_tsa1077	YDR016C
chromosome	DAD1_tsq1306	YDR016C
chromosome	DAD2_tsq1118	YKR083C
chromosome	DAM1_tsa244	YGR113W
chromosome	DAM1_tsa245	YGR113W
chromosome	DAM1_tsq1096	YGR113W
chromosome	DAM1_tsq1097	YGR113W
chromosome	DAM1_tsq240	YGR113W
chromosome	DAM1_tsq243	YGR113W
chromosome	DBF4_tsa161	YDR052C
chromosome	DBF4_tsa162	YDR052C
chromosome	DBF4_tsa164	YDR052C
chromosome	DBF4_tsa95	YDR052C
chromosome	DBF4_tsq161	YDR052C
chromosome	DBF4_tsq162	YDR052C
chromosome	DBF4_tsq163	YDR052C
chromosome	DBF4_tsq164	YDR052C
chromosome	DBF4_tsq87	YDR052C
chromosome	DCC1_dma473	YCL016C
chromosome	DCC1_sn1457	YCL016C
chromosome	DDC1_dma4924	YPL194W
chromosome	DEP1_sn2007	YAL013W
chromosome	DIA2_dma4493	YOR080W
chromosome	DIA2_sn842	YOR080W
chromosome	DNA2_tsa352	YHR164C
chromosome	DNA2_tsq352	YHR164C
chromosome	DOT6_dma1385	YER088C
chromosome	DPB3_dma435	YBR278W
chromosome	DPB3_sn1207	YBR278W
chromosome	DPB4_dma922	YDR121W
chromosome	DPB4_sn1208	YDR121W
chromosome	DUO1_tsq239	YGL061C
chromosome	EAF3_dma5033	YPR023C
chromosome	EAF3_sn1605	YPR023C
chromosome	ECM5_sn1747	YMR176W
chromosome	ELG1_dma4571	YOR144C
chromosome	ESA1_tsa560	YOR244W
chromosome	ESA1_tsq560	YOR244W
chromosome	ESA1_tsq563	YOR244W
chromosome	ESC1_dma3810	YMR219W
chromosome	ESC1_sn1202	YMR219W
chromosome	EST3_dma2254	YIL009C-A
chromosome	EST3_sn1646	YIL009C-A
chromosome	FIN1_sn1153	YDR130C
chromosome	FOB1_dma906	YDR110W
chromosome	FPR4_dma3498	YLR449W
chromosome	FPR4_sn2784	YLR449W
chromosome	FUN30_dma34	YAL019W
chromosome	FUN30_sn1217	YAL019W
chromosome	GLC7_damp441	YER133W
chromosome	GMC2_sn3309	YLR445W
chromosome	GON7_sn700	YJL184W
chromosome	GRC3_tsa1167	YLL035W
chromosome	GTR2_sn1089	YGR163W
chromosome	HCM1_dma585	YCR065W
chromosome	HCM1_sn2112	YCR065W
chromosome	HCS1_dma2756	YKL017C
chromosome	HCS1_sn1364	YKL017C
chromosome	HDA1_dma3925	YNL021W
chromosome	HDA1_sn1608	YNL021W
chromosome	HDA2_sn2026	YDR295C
chromosome	HDA3_dma5157	YPR179C
chromosome	HDA3_sn2027	YPR179C
chromosome	HEK2_dma110	YBL032W
chromosome	HHF1_dma188	YBR009C
chromosome	HHF2_dma3954	YNL030W
chromosome	HHF2_sn1752	YNL030W
chromosome	HHO1_dma4869	YPL127C
chromosome	HHO1_sn2025	YPL127C
chromosome	HHT1_dma187	YBR010W
chromosome	HHT1_sn1757	YBR010W
chromosome	HHT2_dma3953	YNL031C
chromosome	HHT2_sn1753	YNL031C
chromosome	HIR1_dma90	YBL008W
chromosome	HMO1_sn1915	YDR174W
chromosome	HOP1_sn1376	YIL072W
chromosome	HOP2_sn1639	YGL033W
chromosome	HOS2_dma1723	YGL194C
chromosome	HOS2_sn1611	YGL194C
chromosome	HOS4_dma2363	YIL112W
chromosome	HOS4_sn1360	YIL112W
chromosome	HRR25_damp1043	YPL204W
chromosome	HRR25_tsa1196	YPL204W
chromosome	HST1_dma4368	YOL068C
chromosome	HST1_sn1781	YOL068C
chromosome	HTA1_dma988	YDR225W
chromosome	HTA1_sn1754	YDR225W
chromosome	HTA2_sn1755	YBL003C
chromosome	HTB2_sn1756	YBL002W
chromosome	HTZ1_sn1603	YOL012C
chromosome	IES1_dma5282	YFL013C
chromosome	IES1_sn1766	YFL013C
chromosome	IES3_sn1767	YLR052W
chromosome	IES4_dma4592	YOR189W
chromosome	IES5_dma1381	YER092W
chromosome	IES5_sn1729	YER092W
chromosome	IMD2_sn4345	YHR216W
chromosome	IML3_dma273	YBR107C
chromosome	INO80_damp494	YGL150C
chromosome	IPL1_damp1044	YPL209C
chromosome	IPL1_tsa165	YPL209C
chromosome	IPL1_tsq1091	YPL209C
chromosome	IPL1_tsq1252	YPL209C
chromosome	IRR1_tsq1069	YIL026C
chromosome	ISW1_dma413	YBR245C
chromosome	ISW1_sn1192	YBR245C
chromosome	IXR1_dma2770	YKL032C
chromosome	IXR1_sn800	YKL032C
chromosome	KAE1_damp722	YKR038C
chromosome	KAE1_tsq2084	YKR038C
chromosome	KAE1_tsq2086	YKR038C
chromosome	KAR9_dma5009	YPL269W
chromosome	KAR9_sn1493	YPL269W
chromosome	KRE29_tsq998	YER038C
chromosome	LIF1_dma1663	YGL090W
chromosome	LRS4_sn1783	YDR439W
chromosome	MAD1_dma1666	YGL086W
chromosome	MAD1_sn1475	YGL086W
chromosome	MAD2_dma2472	YJL030W
chromosome	MAM1_sn1404	YER106W
chromosome	MCD1_tsa1229	YDL003W
chromosome	MCD1_tsq62	YDL003W
chromosome	MCM10_tsa110	YIL150C
chromosome	MCM16_dma5063	YPR046W
chromosome	MCM16_sn1223	YPR046W
chromosome	MCM2_tsa111	YBL023C
chromosome	MCM2_tsq111	YBL023C
chromosome	MCM21_dma1079	YDR318W
chromosome	MCM22_dma2732	YJR135C
chromosome	MCM22_sn1225	YJR135C
chromosome	MCM3_tsq1075	YEL032W
chromosome	MCM4_damp168	YPR019W
chromosome	MCM4_tsq1468	YPR019W
chromosome	MCM5_tsa403	YLR274W
chromosome	MCM5_tsq403	YLR274W
chromosome	MCM7_tsa125	YBR202W
chromosome	MCM7_tsq1080	YBR202W
chromosome	MEC3_sn1206	YLR288C
chromosome	MIF2_tsa113	YKL089W
chromosome	MIF2_tsq113	YKL089W
chromosome	MMS21_tsq533	YEL019C
chromosome	MND1_sn1417	YGL183C
chromosome	MOT1_tsa363	YPL082C
chromosome	MOT1_tsq1109	YPL082C
chromosome	MPH1_dma2389	YIR002C
chromosome	MPH1_sn1266	YIR002C
chromosome	MPS1_tsq167	YDL028C
chromosome	MPS1_tsq169	YDL028C
chromosome	MRC1_dma522	YCL061C
chromosome	MSH2_dma4377	YOL090W
chromosome	MSH2_sn1252	YOL090W
chromosome	MSH4_dma5288	YFL003C
chromosome	NDC80_tsq1260	YIL144W
chromosome	NFI1_sn1571	YOR156C
chromosome	NHP10_dma621	YDL002C
chromosome	NKP1_dma1110	YDR383C
chromosome	NKP1_sn1100	YDR383C
chromosome	NKP2_dma3372	YLR315W
chromosome	NNF1_tsq1120	YJR112W
chromosome	NNF1_tsq440	YJR112W
chromosome	NSE1_tsa1044	YLR007W
chromosome	NSE1_tsq1046	YLR007W
chromosome	NSE1_tsq1390	YLR007W
chromosome	NSE3_tsa994	YDR288W
chromosome	NSE3_tsa995	YDR288W
chromosome	NSE3_tsq996	YDR288W
chromosome	NSE3_tsq997	YDR288W
chromosome	NSE4_tsa1013	YDL105W
chromosome	NSE4_tsa1226	YDL105W
chromosome	NSE4_tsa991	YDL105W
chromosome	NSE4_tsa992	YDL105W
chromosome	NSE4_tsa993	YDL105W
chromosome	NSE4_tsq1015	YDL105W
chromosome	NSE4_tsq1422	YDL105W
chromosome	NSE4_tsq993	YDL105W
chromosome	NSE4_tsq995	YDL105W
chromosome	NSE5_tsa1006	YML023C
chromosome	NSE5_tsa1007	YML023C
chromosome	NSE5_tsq1007	YML023C
chromosome	NSE5_tsq1008	YML023C
chromosome	NSE5_tsq1009	YML023C
chromosome	NSI1_sn1724	YDR026C
chromosome	NSL1_tsa450	YPL233W
chromosome	NSL1_tsq450	YPL233W
chromosome	NSL1_tsq452	YPL233W
chromosome	NUF2_tsq1356	YOL069W
chromosome	NUF2_tsq755	YOL069W
chromosome	OGG1_sn1291	YML060W
chromosome	OKP1_tsq227	YGR179C
chromosome	ORC1_tsa1170	YML065W
chromosome	ORC2_tsa295	YBR060C
