cluster	query_uniq1	query_ORF1
peptidyl-amino acid modification	CKA2_dma4484	YOR061W
peptidyl-amino acid modification	CKB1_dma1600	YGL019W
peptidyl-amino acid modification	CKB1_sn1541	YGL019W
peptidyl-amino acid modification	CKB2_dma4454	YOR039W
peptidyl-amino acid modification	CKB2_sn1542	YOR039W
peptidyl-amino acid modification	CST9_sn1643	YLR394W
peptidyl-amino acid modification	CTK1_damp3358	YKL139W
peptidyl-amino acid modification	CTR9_sn2098	YOL145C
peptidyl-amino acid modification	DOT1_dma1187	YDR440W
peptidyl-amino acid modification	DPH1_dma2345	YIL103W
peptidyl-amino acid modification	DPH1_sn4422	YIL103W
peptidyl-amino acid modification	DPH2_dma2901	YKL191W
peptidyl-amino acid modification	DPH2_sn4421	YKL191W
peptidyl-amino acid modification	DPH5_dma3252	YLR172C
peptidyl-amino acid modification	DPH5_sn4420	YLR172C
peptidyl-amino acid modification	DPH6_dma3220	YLR143W
peptidyl-amino acid modification	DPH6_sn3486	YLR143W
peptidyl-amino acid modification	DUN1_sn1530	YDL101C
peptidyl-amino acid modification	DYS1_damp563	YHR068W
peptidyl-amino acid modification	DYS1_tsq1978	YHR068W
peptidyl-amino acid modification	EAF3_dma5033	YPR023C
peptidyl-amino acid modification	EAF3_sn1605	YPR023C
peptidyl-amino acid modification	EAF6_dma2657	YJR082C
peptidyl-amino acid modification	EAF6_sn1737	YJR082C
peptidyl-amino acid modification	EAF7_dma4040	YNL136W
peptidyl-amino acid modification	EAF7_sn2009	YNL136W
peptidyl-amino acid modification	EFM2_dma442	YBR271W
peptidyl-amino acid modification	EFM3_sn1160	YJR129C
peptidyl-amino acid modification	EFM4_dma2326	YIL064W
peptidyl-amino acid modification	EFM4_sn3810	YIL064W
peptidyl-amino acid modification	EFM5_sn3047	YGR001C
peptidyl-amino acid modification	ESA1_tsa560	YOR244W
peptidyl-amino acid modification	ESA1_tsq560	YOR244W
peptidyl-amino acid modification	ESA1_tsq563	YOR244W
peptidyl-amino acid modification	ESC2_dma1100	YDR363W
peptidyl-amino acid modification	ESC2_sn1785	YDR363W
peptidyl-amino acid modification	ESS1_tsa698	YJR017C
peptidyl-amino acid modification	FPR4_dma3498	YLR449W
peptidyl-amino acid modification	FPR4_sn2784	YLR449W
peptidyl-amino acid modification	GMC2_sn3309	YLR445W
peptidyl-amino acid modification	HAT1_dma4769	YPL001W
peptidyl-amino acid modification	HFI1_sn2102	YPL254W
peptidyl-amino acid modification	HHF1_dma188	YBR009C
peptidyl-amino acid modification	HHF2_dma3954	YNL030W
peptidyl-amino acid modification	HHF2_sn1752	YNL030W
peptidyl-amino acid modification	HIF1_sn1789	YLL022C
peptidyl-amino acid modification	HIR3_dma2729	YJR140C
peptidyl-amino acid modification	HIR3_sn1344	YJR140C
peptidyl-amino acid modification	HMT1_dma212	YBR034C
peptidyl-amino acid modification	HMT1_sn1856	YBR034C
peptidyl-amino acid modification	HOS1_sn1609	YPR068C
peptidyl-amino acid modification	HPA2_dma5150	YPR193C
peptidyl-amino acid modification	HPM1_dma2341	YIL110W
peptidyl-amino acid modification	HRR25_damp1043	YPL204W
peptidyl-amino acid modification	HRR25_tsa1196	YPL204W
peptidyl-amino acid modification	HSL1_dma2824	YKL101W
peptidyl-amino acid modification	HSL1_sn1532	YKL101W
peptidyl-amino acid modification	IPL1_damp1044	YPL209C
peptidyl-amino acid modification	IPL1_tsa165	YPL209C
peptidyl-amino acid modification	IPL1_tsq1091	YPL209C
peptidyl-amino acid modification	IPL1_tsq1252	YPL209C
peptidyl-amino acid modification	JJJ3_dma2668	YJR097W
peptidyl-amino acid modification	JJJ3_sn3837	YJR097W
peptidyl-amino acid modification	KAP95_damp800	YLR347C
peptidyl-amino acid modification	KAP95_tsa226	YLR347C
peptidyl-amino acid modification	KAP95_tsq228	YLR347C
peptidyl-amino acid modification	KNS1_dma3044	YLL019C
peptidyl-amino acid modification	KNS1_sn2151	YLL019C
peptidyl-amino acid modification	LEO1_dma4542	YOR123C
peptidyl-amino acid modification	LEO1_sn2096	YOR123C
peptidyl-amino acid modification	LIA1_dma2642	YJR070C
peptidyl-amino acid modification	LIA1_sn4719	YJR070C
peptidyl-amino acid modification	MCK1_sn925	YNL307C
peptidyl-amino acid modification	NAT4_sn3840	YMR069W
peptidyl-amino acid modification	NFI1_sn1571	YOR156C
peptidyl-amino acid modification	NGG1_sn1818	YDR176W
peptidyl-amino acid modification	NMT1_tsa690	YLR195C
peptidyl-amino acid modification	NMT1_tsq690	YLR195C
peptidyl-amino acid modification	NNT1_dma3332	YLR285W
peptidyl-amino acid modification	NNT1_sn1784	YLR285W
peptidyl-amino acid modification	NTO1_dma5049	YPR031W
peptidyl-amino acid modification	NTO1_sn1710	YPR031W
peptidyl-amino acid modification	NUP53_sn1868	YMR153W
peptidyl-amino acid modification	NUP60_dma68	YAR002W
peptidyl-amino acid modification	NUP60_sn1908	YAR002W
peptidyl-amino acid modification	ORC2_tsa295	YBR060C
peptidyl-amino acid modification	ORC2_tsa311	YBR060C
peptidyl-amino acid modification	ORC2_tsq295	YBR060C
peptidyl-amino acid modification	ORC2_tsq309	YBR060C
peptidyl-amino acid modification	OST1_tsa735	YJL002C
peptidyl-amino acid modification	OST1_tsq735	YJL002C
peptidyl-amino acid modification	OST6_dma3517	YML019W
peptidyl-amino acid modification	PKH1_dma1205	YDR490C
peptidyl-amino acid modification	PKH1_sn328	YDR490C
peptidyl-amino acid modification	PKP1_sn2499	YIL042C
peptidyl-amino acid modification	PKP2_dma1621	YGL059W
peptidyl-amino acid modification	RKM1_sn3655	YPL208W
peptidyl-amino acid modification	RKM2_sn3146	YDR198C
peptidyl-amino acid modification	RKM3_dma193	YBR030W
peptidyl-amino acid modification	RKM3_sn897	YBR030W
peptidyl-amino acid modification	RKM4_dma1015	YDR257C
peptidyl-amino acid modification	RKM4_sn1731	YDR257C
peptidyl-amino acid modification	RMT2_dma1198	YDR465C
peptidyl-amino acid modification	RMT2_sn2921	YDR465C
peptidyl-amino acid modification	RRT2_dma412	YBR246W
peptidyl-amino acid modification	RRT2_sn3112	YBR246W
peptidyl-amino acid modification	RTF1_dma1775	YGL244W
peptidyl-amino acid modification	RTF1_sn2097	YGL244W
peptidyl-amino acid modification	RTT109_dma3033	YLL002W
peptidyl-amino acid modification	RTT109_sn1485	YLL002W
peptidyl-amino acid modification	SAK1_sn1536	YER129W
peptidyl-amino acid modification	SAS2_dma3712	YMR127C
peptidyl-amino acid modification	SAS2_sn1788	YMR127C
peptidyl-amino acid modification	SAS3_dma122	YBL052C
peptidyl-amino acid modification	SAS3_sn1794	YBL052C
peptidyl-amino acid modification	SDC1_dma1195	YDR469W
peptidyl-amino acid modification	SDC1_sn1204	YDR469W
peptidyl-amino acid modification	SET1_sn1211	YHR119W
peptidyl-amino acid modification	SET2_dma2546	YJL168C
peptidyl-amino acid modification	SET2_sn1610	YJL168C
peptidyl-amino acid modification	SET5_sn1712	YHR207C
peptidyl-amino acid modification	SFM1_sn3372	YOR021C
peptidyl-amino acid modification	SGF29_dma478	YCL010C
peptidyl-amino acid modification	SGF73_dma1654	YGL066W
peptidyl-amino acid modification	SGF73_sn1815	YGL066W
peptidyl-amino acid modification	SGV1_damp172	YPR161C
peptidyl-amino acid modification	SGV1_tsa1027	YPR161C
peptidyl-amino acid modification	SGV1_tsa1028	YPR161C
peptidyl-amino acid modification	SGV1_tsa1029	YPR161C
peptidyl-amino acid modification	SGV1_tsq1029	YPR161C
peptidyl-amino acid modification	SGV1_tsq1030	YPR161C
peptidyl-amino acid modification	SGV1_tsq1031	YPR161C
peptidyl-amino acid modification	SIZ1_dma1138	YDR409W
peptidyl-amino acid modification	SLN1_damp603	YIL147C
peptidyl-amino acid modification	SLN1_tsq1003	YIL147C
peptidyl-amino acid modification	SLX5_dma616	YDL013W
peptidyl-amino acid modification	SLX5_sn1637	YDL013W
peptidyl-amino acid modification	SLX8_sn1250	YER116C
peptidyl-amino acid modification	SMT3_damp415	YDR510W
peptidyl-amino acid modification	SMT3_tsa928	YDR510W
peptidyl-amino acid modification	SMT3_tsq963	YDR510W
peptidyl-amino acid modification	SPO22_sn1369	YIL073C
peptidyl-amino acid modification	SPP1_dma4862	YPL138C
peptidyl-amino acid modification	SPT3_dma1125	YDR392W
peptidyl-amino acid modification	SPT3_sn2072	YDR392W
peptidyl-amino acid modification	SPT8_sn1817	YLR055C
peptidyl-amino acid modification	SUS1_sn4641	YBR111W-A
peptidyl-amino acid modification	SWC4_tsq1204	YGR002C
peptidyl-amino acid modification	SWD1_dma67	YAR003W
peptidyl-amino acid modification	SWD1_sn1799	YAR003W
peptidyl-amino acid modification	SWD3_sn1205	YBR175W
peptidyl-amino acid modification	TAE1_dma427	YBR261C
peptidyl-amino acid modification	TAF12_tsa515	YDR145W
peptidyl-amino acid modification	TAF12_tsa806	YDR145W
peptidyl-amino acid modification	TAF12_tsq1180	YDR145W
peptidyl-amino acid modification	TAF12_tsq1273	YDR145W
peptidyl-amino acid modification	TAF12_tsq514	YDR145W
peptidyl-amino acid modification	TAF12_tsq515	YDR145W
peptidyl-amino acid modification	TAF12_tsq518	YDR145W
peptidyl-amino acid modification	TAF5_tsa512	YBR198C
peptidyl-amino acid modification	TAF5_tsa513	YBR198C
peptidyl-amino acid modification	TAF5_tsq512	YBR198C
peptidyl-amino acid modification	TAF5_tsq513	YBR198C
peptidyl-amino acid modification	TAF6_tsa608	YGL112C
peptidyl-amino acid modification	TAF6_tsq608	YGL112C
peptidyl-amino acid modification	TAF9_tsq730	YMR236W
peptidyl-amino acid modification	TOR1_dma5319	YJR066W
peptidyl-amino acid modification	TOR1_sn1392	YJR066W
peptidyl-amino acid modification	UBP8_dma3807	YMR223W
peptidyl-amino acid modification	UBP8_sn1961	YMR223W
peptidyl-amino acid modification	ULP1_tsq566	YPL020C
peptidyl-amino acid modification	WSS1_dma2182	YHR134W
peptidyl-amino acid modification	WSS1_sn1569	YHR134W
peptidyl-amino acid modification	YNG1_dma4482	YOR064C
peptidyl-amino acid modification	YNG1_sn1359	YOR064C
peptidyl-amino acid modification	YPK2_dma3707	YMR104C
peptidyl-amino acid modification	YPK3_dma194	YBR028C
peptidyl-amino acid modification	ZIP2_dma1773	YGL249W
peptidyl-amino acid modification	ZIP2_sn1642	YGL249W
peroxisome	AAT2_sn4401	YLR027C
peroxisome	ANT1_sn309	YPR128C
peroxisome	ATG36_sn3259	YJL185C
peroxisome	CIT2_dma536	YCR005C
peroxisome	DNM1_dma3034	YLL001W
peroxisome	DYN2_dma1174	YDR424C
peroxisome	DYN2_sn1440	YDR424C
peroxisome	FAT1_dma209	YBR041W
peroxisome	FAT1_sn2400	YBR041W
peroxisome	FIS1_dma2325	YIL065C
peroxisome	FIS1_sn2655	YIL065C
peroxisome	GPD1_sn2885	YDL022W
peroxisome	GTO1_dma1900	YGR154C
peroxisome	GTO1_sn3750	YGR154C
peroxisome	HYR1_dma2445	YIR037W
peroxisome	IDP3_sn2810	YNL009W
peroxisome	INP1_dma3796	YMR204C
peroxisome	INP1_sn130	YMR204C
peroxisome	INP2_dma3763	YMR163C
peroxisome	INP2_sn3500	YMR163C
peroxisome	MDH3_dma684	YDL078C
peroxisome	MSP1_sn2283	YGR028W
peroxisome	NPY1_dma1653	YGL067W
peroxisome	OPT2_dma5172	YPR194C
peroxisome	PCD1_sn129	YLR151C
peroxisome	PEX1_dma2900	YKL197C
peroxisome	PEX1_sn307	YKL197C
peroxisome	PEX10_dma1031	YDR265W
peroxisome	PEX10_sn300	YDR265W
peroxisome	PEX11_sn313	YOL147C
peroxisome	PEX12_dma3642	YMR026C
peroxisome	PEX12_sn301	YMR026C
peroxisome	PEX13_dma3258	YLR191W
peroxisome	PEX13_sn314	YLR191W
peroxisome	PEX14_dma1701	YGL153W
peroxisome	PEX15_dma4309	YOL044W
peroxisome	PEX15_sn315	YOL044W
peroxisome	PEX18_sn377	YHR160C
peroxisome	PEX19_dma655	YDL065C
peroxisome	PEX19_sn310	YDL065C
peroxisome	PEX2_dma2599	YJL210W
peroxisome	PEX2_sn303	YJL210W
peroxisome	PEX21_sn378	YGR239C
peroxisome	PEX22_dma59	YAL055W
peroxisome	PEX22_sn380	YAL055W
peroxisome	PEX25_dma4856	YPL112C
peroxisome	PEX27_dma4588	YOR193W
peroxisome	PEX29_dma1190	YDR479C
peroxisome	PEX29_sn306	YDR479C
peroxisome	PEX3_dma1075	YDR329C
peroxisome	PEX3_sn316	YDR329C
peroxisome	PEX30_dma3368	YLR324W
peroxisome	PEX31_dma1779	YGR004W
peroxisome	PEX31_sn4707	YGR004W
peroxisome	PEX32_sn4685	YBR168W
peroxisome	PEX34_dma525	YCL056C
peroxisome	PEX4_dma1894	YGR133W
peroxisome	PEX4_sn318	YGR133W
peroxisome	PEX5_dma1004	YDR244W
peroxisome	PEX5_sn311	YDR244W
peroxisome	PEX6_sn298	YNL329C
peroxisome	PEX7_sn312	YDR142C
peroxisome	PEX8_dma1838	YGR077C
peroxisome	PEX8_sn317	YGR077C
peroxisome	PNC1_dma5296	YGL037C
peroxisome	POT1_dma2378	YIL160C
peroxisome	POT1_sn2806	YIL160C
peroxisome	POX1_sn2807	YGL205W
peroxisome	PXA1_sn232	YPL147W
peroxisome	PXA2_sn233	YKL188C
peroxisome	SEC20_tsa55	YDR498C
peroxisome	SEC20_tsq1066	YDR498C
peroxisome	SEC39_tsq1161	YLR440C
peroxisome	SEC39_tsq1445	YLR440C
peroxisome	SEC39_tsq726	YLR440C
peroxisome	STR3_sn4374	YGL184C
peroxisome	TES1_dma2626	YJR019C
peroxisome	UBP15_dma3909	YMR304W
peroxisome	VPS1_damp3363	YKR001C
peroxisome	YBL039W-B_sn4634	YBL039W-B
peroxisome	YIL089W_dma2333	YIL089W
peroxisome organization	ADR1_dma973	YDR216W
peroxisome organization	ADR1_sn2119	YDR216W
peroxisome organization	ANT1_sn309	YPR128C
peroxisome organization	CAF4_sn2024	YKR036C
peroxisome organization	DJP1_sn297	YIR004W
peroxisome organization	DNM1_dma3034	YLL001W
peroxisome organization	FIS1_dma2325	YIL065C
peroxisome organization	FIS1_sn2655	YIL065C
peroxisome organization	GPD1_sn2885	YDL022W
peroxisome organization	INP1_dma3796	YMR204C
peroxisome organization	INP1_sn130	YMR204C
peroxisome organization	INP2_dma3763	YMR163C
peroxisome organization	INP2_sn3500	YMR163C
peroxisome organization	MDV1_dma2519	YJL112W
peroxisome organization	MYO2_tsa269	YOR326W
peroxisome organization	MYO2_tsq269	YOR326W
peroxisome organization	MYO2_tsq337	YOR326W
peroxisome organization	PEX1_dma2900	YKL197C
peroxisome organization	PEX1_sn307	YKL197C
peroxisome organization	PEX10_dma1031	YDR265W
peroxisome organization	PEX10_sn300	YDR265W
peroxisome organization	PEX11_sn313	YOL147C
peroxisome organization	PEX12_dma3642	YMR026C
peroxisome organization	PEX12_sn301	YMR026C
peroxisome organization	PEX13_dma3258	YLR191W
peroxisome organization	PEX13_sn314	YLR191W
peroxisome organization	PEX14_dma1701	YGL153W
peroxisome organization	PEX15_dma4309	YOL044W
peroxisome organization	PEX15_sn315	YOL044W
peroxisome organization	PEX18_sn377	YHR160C
peroxisome organization	PEX19_dma655	YDL065C
peroxisome organization	PEX19_sn310	YDL065C
peroxisome organization	PEX2_dma2599	YJL210W
peroxisome organization	PEX2_sn303	YJL210W
peroxisome organization	PEX21_sn378	YGR239C
peroxisome organization	PEX22_dma59	YAL055W
peroxisome organization	PEX22_sn380	YAL055W
peroxisome organization	PEX25_dma4856	YPL112C
peroxisome organization	PEX27_dma4588	YOR193W
peroxisome organization	PEX29_dma1190	YDR479C
peroxisome organization	PEX29_sn306	YDR479C
peroxisome organization	PEX3_dma1075	YDR329C
peroxisome organization	PEX3_sn316	YDR329C
peroxisome organization	PEX30_dma3368	YLR324W
peroxisome organization	PEX31_dma1779	YGR004W
peroxisome organization	PEX31_sn4707	YGR004W
peroxisome organization	PEX32_sn4685	YBR168W
peroxisome organization	PEX34_dma525	YCL056C
peroxisome organization	PEX4_dma1894	YGR133W
peroxisome organization	PEX4_sn318	YGR133W
peroxisome organization	PEX5_dma1004	YDR244W
peroxisome organization	PEX5_sn311	YDR244W
peroxisome organization	PEX6_sn298	YNL329C
peroxisome organization	PEX7_sn312	YDR142C
peroxisome organization	PEX8_dma1838	YGR077C
peroxisome organization	PEX8_sn317	YGR077C
peroxisome organization	RPN11_tsa521	YFR004W
peroxisome organization	RPN11_tsa534	YFR004W
peroxisome organization	RPN11_tsq521	YFR004W
peroxisome organization	RPN11_tsq534	YFR004W
peroxisome organization	RTN2_dma800	YDL204W
peroxisome organization	RTN2_sn69	YDL204W
peroxisome organization	SEC39_tsq1161	YLR440C
peroxisome organization	SEC39_tsq1445	YLR440C
peroxisome organization	SEC39_tsq726	YLR440C
peroxisome organization	SNF4_dma1678	YGL115W
peroxisome organization	SNF4_sn2010	YGL115W
peroxisome organization	VPS1_damp3363	YKR001C
invasive growth in response to glucose limitation	ASC1_dma3698	YMR116C
invasive growth in response to glucose limitation	ASC1_sn3895	YMR116C
invasive growth in response to glucose limitation	CDC42_tsq29	YLR229C
invasive growth in response to glucose limitation	DIA1_sn971	YMR316W
invasive growth in response to glucose limitation	DIA2_dma4493	YOR080W
invasive growth in response to glucose limitation	DIA2_sn842	YOR080W
invasive growth in response to glucose limitation	DIG1_sn838	YPL049C
invasive growth in response to glucose limitation	DIG2_sn839	YDR480W
invasive growth in response to glucose limitation	EMP70_sn472	YLR083C
invasive growth in response to glucose limitation	FIG2_dma589	YCR089W
invasive growth in response to glucose limitation	FIG2_sn781	YCR089W
invasive growth in response to glucose limitation	FLO10_sn825	YKR102W
invasive growth in response to glucose limitation	FLO11_dma2415	YIR019C
invasive growth in response to glucose limitation	FLO11_sn972	YIR019C
invasive growth in response to glucose limitation	GAL83_sn920	YER027C
invasive growth in response to glucose limitation	GPB1_dma4759	YOR371C
invasive growth in response to glucose limitation	GPB2_dma58	YAL056W
invasive growth in response to glucose limitation	GPB2_sn2724	YAL056W
invasive growth in response to glucose limitation	GPG1_dma1675	YGL121C
invasive growth in response to glucose limitation	GPG1_sn1028	YGL121C
invasive growth in response to glucose limitation	GPR1_dma628	YDL035C
invasive growth in response to glucose limitation	GPR1_sn968	YDL035C
invasive growth in response to glucose limitation	MSN1_dma4402	YOL116W
invasive growth in response to glucose limitation	MSN1_sn269	YOL116W
invasive growth in response to glucose limitation	MSS11_dma3762	YMR164C
invasive growth in response to glucose limitation	MSS11_sn978	YMR164C
invasive growth in response to glucose limitation	NCS2_dma4030	YNL119W
invasive growth in response to glucose limitation	NRG1_dma5221	YDR043C
invasive growth in response to glucose limitation	NRG1_sn2002	YDR043C
invasive growth in response to glucose limitation	NRG2_sn1824	YBR066C
invasive growth in response to glucose limitation	OSH3_dma2134	YHR073W
invasive growth in response to glucose limitation	OSH3_sn3002	YHR073W
invasive growth in response to glucose limitation	PHO23_dma4020	YNL097C
invasive growth in response to glucose limitation	PHO23_sn1191	YNL097C
invasive growth in response to glucose limitation	PTP1_sn324	YDL230W
invasive growth in response to glucose limitation	RGA1_dma4539	YOR127W
invasive growth in response to glucose limitation	RGA1_sn581	YOR127W
invasive growth in response to glucose limitation	RIM20_dma4677	YOR275C
invasive growth in response to glucose limitation	RIM20_sn268	YOR275C
invasive growth in response to glucose limitation	RIM21_sn1070	YNL294C
invasive growth in response to glucose limitation	RIM8_dma1630	YGL045W
invasive growth in response to glucose limitation	RIM8_sn1386	YGL045W
invasive growth in response to glucose limitation	RME1_dma1830	YGR044C
invasive growth in response to glucose limitation	RME1_sn1398	YGR044C
invasive growth in response to glucose limitation	RXT2_dma259	YBR095C
invasive growth in response to glucose limitation	RXT2_sn841	YBR095C
invasive growth in response to glucose limitation	SAP30_dma3870	YMR263W
invasive growth in response to glucose limitation	SAP30_sn1796	YMR263W
invasive growth in response to glucose limitation	SDS3_dma2337	YIL084C
invasive growth in response to glucose limitation	SDS3_sn1802	YIL084C
invasive growth in response to glucose limitation	SFL1_dma4551	YOR140W
invasive growth in response to glucose limitation	SFL1_sn1878	YOR140W
invasive growth in response to glucose limitation	SIP2_sn1949	YGL208W
invasive growth in response to glucose limitation	SIP4_sn2016	YJL089W
invasive growth in response to glucose limitation	SNF1_sn327	YDR477W
invasive growth in response to glucose limitation	SNF5_dma449	YBR289W
invasive growth in response to glucose limitation	SNF5_sn1762	YBR289W
invasive growth in response to glucose limitation	SPT3_dma1125	YDR392W
invasive growth in response to glucose limitation	SPT3_sn2072	YDR392W
invasive growth in response to glucose limitation	TMN2_sn124	YDR107C
invasive growth in response to glucose limitation	TMN3_dma1393	YER113C
invasive growth in response to glucose limitation	TMN3_sn118	YER113C
invasive growth in response to glucose limitation	TPK2_dma4938	YPL203W
invasive growth in response to glucose limitation	UBA4_dma2155	YHR111W
invasive growth in response to glucose limitation	UBA4_sn1561	YHR111W
invasive growth in response to glucose limitation	URM1_dma2255	YIL008W
invasive growth in response to glucose limitation	URM1_sn4146	YIL008W
invasive growth in response to glucose limitation	WHI3_sn1588	YNL197C
invasive growth in response to glucose limitation	YTA7_dma2009	YGR270W
invasive growth in response to glucose limitation	YTA7_sn1554	YGR270W
pseudohyphal growth	ASH1_dma2882	YKL185W
pseudohyphal growth	ASH1_sn1574	YKL185W
pseudohyphal growth	BMH1_dma1476	YER177W
pseudohyphal growth	BMH1_sn1076	YER177W
pseudohyphal growth	BMH2_dma893	YDR099W
pseudohyphal growth	BMH2_sn1077	YDR099W
pseudohyphal growth	BUD6_dma3370	YLR319C
pseudohyphal growth	BUD6_sn568	YLR319C
pseudohyphal growth	BUD8_dma3390	YLR353W
pseudohyphal growth	BUD8_sn970	YLR353W
pseudohyphal growth	CDC39_tsq96	YCR093W
pseudohyphal growth	CDC42_tsq29	YLR229C
pseudohyphal growth	DBR1_dma2861	YKL149C
pseudohyphal growth	DBR1_sn2049	YKL149C
pseudohyphal growth	DFG16_sn837	YOR030W
pseudohyphal growth	DFG5_dma3821	YMR238W
pseudohyphal growth	DFG5_sn969	YMR238W
pseudohyphal growth	DIA1_sn971	YMR316W
pseudohyphal growth	DIG1_sn838	YPL049C
pseudohyphal growth	DIG2_sn839	YDR480W
pseudohyphal growth	DSE2_sn743	YHR143W
pseudohyphal growth	ECM23_dma4783	YPL021W
pseudohyphal growth	ECM23_sn964	YPL021W
pseudohyphal growth	ELM1_dma2781	YKL048C
pseudohyphal growth	ELM1_sn1545	YKL048C
pseudohyphal growth	EMP70_sn472	YLR083C
pseudohyphal growth	FKH1_dma5310	YIL131C
pseudohyphal growth	FKH2_dma3974	YNL068C
pseudohyphal growth	FKH2_sn1576	YNL068C
pseudohyphal growth	FLO11_dma2415	YIR019C
pseudohyphal growth	FLO11_sn972	YIR019C
pseudohyphal growth	GPB1_dma4759	YOR371C
pseudohyphal growth	GPB2_dma58	YAL056W
pseudohyphal growth	GPB2_sn2724	YAL056W
pseudohyphal growth	GPR1_dma628	YDL035C
pseudohyphal growth	GPR1_sn968	YDL035C
pseudohyphal growth	HMS1_dma4460	YOR032C
pseudohyphal growth	HMS1_sn965	YOR032C
pseudohyphal growth	HMS2_sn1974	YJR147W
pseudohyphal growth	IME1_dma2672	YJR094C
pseudohyphal growth	ITR1_dma1223	YDR497C
pseudohyphal growth	KAP123_sn1968	YER110C
pseudohyphal growth	KSP1_dma2125	YHR082C
pseudohyphal growth	MDS3_dma1720	YGL197W
pseudohyphal growth	MDS3_sn1489	YGL197W
pseudohyphal growth	MEP2_dma4037	YNL142W
pseudohyphal growth	MSN1_dma4402	YOL116W
pseudohyphal growth	MSN1_sn269	YOL116W
pseudohyphal growth	MSS11_dma3762	YMR164C
pseudohyphal growth	MSS11_sn978	YMR164C
pseudohyphal growth	MUM2_dma218	YBR057C
pseudohyphal growth	MUM2_sn1519	YBR057C
pseudohyphal growth	NCS2_dma4030	YNL119W
pseudohyphal growth	NPR3_dma2062	YHL023C
pseudohyphal growth	NPR3_sn1108	YHL023C
pseudohyphal growth	NRG1_dma5221	YDR043C
pseudohyphal growth	NRG1_sn2002	YDR043C
pseudohyphal growth	NRG2_sn1824	YBR066C
pseudohyphal growth	OSH3_dma2134	YHR073W
pseudohyphal growth	OSH3_sn3002	YHR073W
pseudohyphal growth	PAM1_sn962	YDR251W
pseudohyphal growth	PDA1_dma1475	YER178W
pseudohyphal growth	PDA1_sn4698	YER178W
pseudohyphal growth	PEA2_dma1449	YER149C
pseudohyphal growth	PGU1_dma2743	YJR153W
pseudohyphal growth	PGU1_sn975	YJR153W
pseudohyphal growth	PHD1_sn1975	YKL043W
pseudohyphal growth	PTP1_sn324	YDL230W
pseudohyphal growth	RAS2_dma4019	YNL098C
pseudohyphal growth	RAS2_sn1067	YNL098C
pseudohyphal growth	RGA1_dma4539	YOR127W
pseudohyphal growth	RGA1_sn581	YOR127W
pseudohyphal growth	SAK1_sn1536	YER129W
pseudohyphal growth	SFG1_dma4726	YOR315W
pseudohyphal growth	SFL1_dma4551	YOR140W
pseudohyphal growth	SFL1_sn1878	YOR140W
pseudohyphal growth	SKS1_dma4778	YPL026C
pseudohyphal growth	SNF1_sn327	YDR477W
pseudohyphal growth	SOK2_dma3628	YMR016C
pseudohyphal growth	SOK2_sn966	YMR016C
pseudohyphal growth	SPA2_dma3042	YLL021W
pseudohyphal growth	SPA2_sn571	YLL021W
pseudohyphal growth	SPH1_sn572	YLR313C
pseudohyphal growth	SPT3_dma1125	YDR392W
pseudohyphal growth	SPT3_sn2072	YDR392W
pseudohyphal growth	TMN2_sn124	YDR107C
pseudohyphal growth	TMN3_dma1393	YER113C
pseudohyphal growth	TMN3_sn118	YER113C
pseudohyphal growth	UBA4_dma2155	YHR111W
pseudohyphal growth	UBA4_sn1561	YHR111W
pseudohyphal growth	UME6_dma979	YDR207C
pseudohyphal growth	UME6_sn1886	YDR207C
pseudohyphal growth	WHI3_sn1588	YNL197C
ribosomal subunit export from nucleus	ARX1_dma891	YDR101C
ribosomal subunit export from nucleus	CRM1_damp63	YGR218W
ribosomal subunit export from nucleus	CRM1_tsa460	YGR218W
ribosomal subunit export from nucleus	ECM1_dma55	YAL059W
ribosomal subunit export from nucleus	ECM1_sn3907	YAL059W
ribosomal subunit export from nucleus	JJJ1_sn166	YNL227C
ribosomal subunit export from nucleus	LSG1_tsq1895	YGL099W
ribosomal subunit export from nucleus	MEX67_tsa816	YPL169C
ribosomal subunit export from nucleus	MEX67_tsq816	YPL169C
ribosomal subunit export from nucleus	NIC96_damp38	YFR002W
ribosomal subunit export from nucleus	NMD3_damp69	YHR170W
ribosomal subunit export from nucleus	NMD3_tsq1131	YHR170W
ribosomal subunit export from nucleus	NOG2_tsa479	YNR053C
ribosomal subunit export from nucleus	NOP9_tsq2041	YJL010C
ribosomal subunit export from nucleus	NOP9_tsq2044	YJL010C
ribosomal subunit export from nucleus	NUG1_tsq786	YER006W
ribosomal subunit export from nucleus	NUP1_damp964	YOR098C
ribosomal subunit export from nucleus	NUP120_sn1862	YKL057C
ribosomal subunit export from nucleus	NUP159_tsa553	YIL115C
ribosomal subunit export from nucleus	NUP49_damp498	YGL172W
ribosomal subunit export from nucleus	NUP82_damp628	YJL061W
ribosomal subunit export from nucleus	NUP82_tsq2061	YJL061W
ribosomal subunit export from nucleus	NUP82_tsq2062	YJL061W
ribosomal subunit export from nucleus	NUP85_tsa1266	YJR042W
ribosomal subunit export from nucleus	RIX1_tsq1341	YHR197W
ribosomal subunit export from nucleus	RLI1_damp334	YDR091C
ribosomal subunit export from nucleus	RNA1_tsa118	YMR235C
ribosomal subunit export from nucleus	RNA1_tsa172	YMR235C
ribosomal subunit export from nucleus	RNA1_tsq118	YMR235C
ribosomal subunit export from nucleus	RNA1_tsq172	YMR235C
